,Player ID,First Name,Last Name,Year,AB,H,HR,RBI,SO,POS,Adjusted Salary,BA
25202,thomaan01,Andres,Thomas,1989,554,118,13,57.0,62.0,SS,987126,0.213
25211,thomafr04,Frank,Thomas,1991,559,178,32,109.0,112.0,1B,211460,0.318
25212,thomafr04,Frank,Thomas,1992,573,185,24,115.0,88.0,1B,1060615,0.323
25213,thomafr04,Frank,Thomas,1993,549,174,41,128.0,54.0,1B,1851957,0.317
25216,thomafr04,Frank,Thomas,1996,527,184,40,134.0,70.0,1B,10937221,0.349
25217,thomafr04,Frank,Thomas,1997,530,184,35,125.0,69.0,1B,10691901,0.347
25218,thomafr04,Frank,Thomas,1998,585,155,29,109.0,93.0,1B,10307049,0.265
25220,thomafr04,Frank,Thomas,2000,582,191,43,143.0,94.0,1B,9895759,0.328
25222,thomafr04,Frank,Thomas,2002,523,132,28,92.0,115.0,1B,13243744,0.252
25223,thomafr04,Frank,Thomas,2003,546,146,42,105.0,115.0,1B,6521929,0.267
25227,thomafr04,Frank,Thomas,2007,531,147,26,95.0,94.0,1B,6435932,0.277
25244,thomeji01,Jim,Thome,1996,505,157,38,116.0,141.0,3B,2447490,0.311
25248,thomeji01,Jim,Thome,2000,557,150,37,106.0,171.0,3B,11394061,0.269
25249,thomeji01,Jim,Thome,2001,526,153,49,124.0,185.0,3B,10672248,0.291
25251,thomeji01,Jim,Thome,2003,578,154,47,131.0,182.0,3B,14565643,0.266
25252,thomeji01,Jim,Thome,2004,508,139,42,105.0,144.0,3B,15458366,0.274
25256,thomeji01,Jim,Thome,2008,503,123,34,90.0,147.0,3B,17464269,0.245
25282,thompmi02,Milt,Thompson,1987,527,159,7,43.0,87.0,OF,295783,0.302
25284,thompmi02,Milt,Thompson,1989,545,158,4,68.0,91.0,OF,977448,0.29
25303,thompro01,Robby,Thompson,1986,549,149,7,47.0,112.0,2B,131391,0.271
25306,thompro01,Robby,Thompson,1989,547,132,13,50.0,133.0,2B,1037450,0.241
25338,thondi01,Dickie,Thon,1990,552,141,8,48.0,77.0,2B,2019952,0.255
25339,thondi01,Dickie,Thon,1991,539,136,9,44.0,84.0,2B,2202707,0.252
25448,tomasya01,Yasmany,Tomas,2016,530,144,31,83.0,136.0,1B,7500000,0.272
25484,torrean02,Andres,Torres,2010,507,136,16,63.0,128.0,OF,468884,0.268
25550,tracych01,Chad,Tracy,2005,503,155,27,72.0,78.0,1B,411686,0.308
25551,tracych01,Chad,Tracy,2006,597,168,20,80.0,129.0,1B,453585,0.281
25559,trammal01,Alan,Trammell,1985,605,156,13,57.0,71.0,SS,1153512,0.258
25560,trammal01,Alan,Trammell,1986,574,159,21,75.0,57.0,SS,1241955,0.277
25561,trammal01,Alan,Trammell,1987,597,205,28,105.0,47.0,SS,1303861,0.343
25564,trammal01,Alan,Trammell,1990,559,170,14,89.0,55.0,SS,3305376,0.304
25633,troutmi01,Mike,Trout,2013,589,190,27,97.0,136.0,OF,525434,0.323
25634,troutmi01,Mike,Trout,2014,602,173,36,111.0,184.0,OF,1013817,0.287
25635,troutmi01,Mike,Trout,2015,575,172,41,90.0,158.0,OF,6159738,0.299
25636,troutmi01,Mike,Trout,2016,549,173,29,100.0,137.0,OF,16083333,0.315
25647,trumbma01,Mark,Trumbo,2011,539,137,29,87.0,120.0,1B,441733,0.254
25648,trumbma01,Mark,Trumbo,2012,544,146,32,95.0,153.0,1B,522677,0.268
25649,trumbma01,Mark,Trumbo,2013,620,145,34,100.0,184.0,1B,556342,0.234
25653,trumbma01,Mark,Trumbo,2016,613,157,47,108.0,170.0,1B,9150000,0.256
25681,tulowtr01,Troy,Tulowitzki,2007,609,177,24,99.0,130.0,SS,441023,0.291
25683,tulowtr01,Troy,Tulowitzki,2009,543,161,32,92.0,112.0,SS,1118721,0.297
25685,tulowtr01,Troy,Tulowitzki,2011,537,162,30,105.0,79.0,SS,5868429,0.302
25708,turneju01,Justin,Turner,2016,556,153,27,90.0,107.0,2B,5100000,0.275
25721,ugglada01,Dan,Uggla,2006,611,172,27,90.0,123.0,2B,389297,0.282
25722,ugglada01,Dan,Uggla,2007,632,155,31,88.0,167.0,2B,453756,0.245
25723,ugglada01,Dan,Uggla,2008,531,138,32,92.0,171.0,2B,464847,0.26
25724,ugglada01,Dan,Uggla,2009,564,137,31,90.0,150.0,2B,5985156,0.243
25725,ugglada01,Dan,Uggla,2010,589,169,33,105.0,149.0,2B,8585201,0.287
25726,ugglada01,Dan,Uggla,2011,600,140,36,82.0,156.0,2B,9759669,0.233
25727,ugglada01,Dan,Uggla,2012,523,115,19,78.0,168.0,2B,13743208,0.22
25735,upshawi01,Willie,Upshaw,1986,573,144,9,60.0,87.0,1B,2058454,0.251
25736,upshawi01,Willie,Upshaw,1987,512,125,15,58.0,78.0,1B,1985973,0.244
25739,uptonbj01,Melvin,Upton,2008,531,145,9,67.0,134.0,3B,459385,0.273
25740,uptonbj01,Melvin,Upton,2009,560,135,11,55.0,152.0,3B,486644,0.241
25741,uptonbj01,Melvin,Upton,2010,536,127,18,62.0,164.0,3B,3302000,0.237
25742,uptonbj01,Melvin,Upton,2011,560,136,23,81.0,161.0,3B,5148213,0.243
25743,uptonbj01,Melvin,Upton,2012,573,141,28,78.0,169.0,3B,7317478,0.246
25745,uptonbj01,Melvin,Upton,2014,519,108,12,35.0,173.0,3B,13635840,0.208
25750,uptonju01,Justin,Upton,2009,526,158,26,86.0,137.0,OF,460913,0.3
25752,uptonju01,Justin,Upton,2011,592,171,31,88.0,126.0,OF,4756984,0.289
25753,uptonju01,Justin,Upton,2012,554,155,17,67.0,121.0,OF,7273921,0.28
25754,uptonju01,Justin,Upton,2013,558,147,27,70.0,161.0,OF,10259703,0.263
25755,uptonju01,Justin,Upton,2014,566,153,29,102.0,171.0,OF,14446893,0.27
25756,uptonju01,Justin,Upton,2015,542,136,26,81.0,159.0,OF,14682919,0.251
25757,uptonju01,Justin,Upton,2016,570,140,31,87.0,179.0,OF,22125000,0.246
25785,uribeju01,Juan,Uribe,2002,566,136,6,49.0,120.0,SS,296173,0.24
25787,uribeju01,Juan,Uribe,2004,502,142,23,74.0,96.0,SS,444693,0.283
25790,uribeju01,Juan,Uribe,2007,513,120,20,68.0,112.0,SS,4803798,0.234
25793,uribeju01,Juan,Uribe,2010,521,129,24,85.0,92.0,SS,3577167,0.248
25803,utleych01,Chase,Utley,2005,543,158,28,105.0,109.0,2B,423975,0.291
25804,utleych01,Chase,Utley,2006,658,203,32,102.0,132.0,2B,595255,0.309
25805,utleych01,Chase,Utley,2007,530,176,22,103.0,89.0,2B,5539663,0.332
25806,utleych01,Chase,Utley,2008,607,177,33,104.0,104.0,2B,8679052,0.292
25807,utleych01,Chase,Utley,2009,571,161,31,93.0,110.0,2B,12625563,0.282
25812,utleych01,Chase,Utley,2014,589,159,11,78.0,85.0,2B,15207256,0.27
25815,utleych01,Chase,Utley,2016,512,129,14,52.0,115.0,2B,7000000,0.252
25864,valenda01,Danny,Valencia,2011,564,139,15,72.0,102.0,3B,466807,0.246
25897,valenjo02,John,Valentin,1995,520,155,27,102.0,67.0,SS,1003966,0.298
25898,valenjo02,John,Valentin,1996,527,156,13,59.0,59.0,SS,4088073,0.296
25899,valenjo02,John,Valentin,1997,575,176,18,77.0,66.0,SS,5607640,0.306
25900,valenjo02,John,Valentin,1998,588,145,23,73.0,82.0,SS,7877530,0.247
25908,valenjo03,Jose,Valentin,1996,552,143,24,95.0,145.0,2B,458904,0.259
25912,valenjo03,Jose,Valentin,2000,568,155,25,92.0,106.0,2B,1839775,0.273
25915,valenjo03,Jose,Valentin,2003,503,119,28,74.0,114.0,2B,6521929,0.237
25992,vanslan01,Andy,Van Slyke,1987,564,165,21,82.0,122.0,1B,1162006,0.293
25993,vanslan01,Andy,Van Slyke,1988,587,169,25,100.0,126.0,1B,1673760,0.288
25997,vanslan01,Andy,Van Slyke,1992,614,199,14,89.0,99.0,1B,7441414,0.324
26051,vaughgr01,Greg,Vaughn,1991,542,132,27,98.0,125.0,OF,334812,0.244
26053,vaughgr01,Greg,Vaughn,1993,569,152,30,97.0,118.0,OF,2952335,0.267
26059,vaughgr01,Greg,Vaughn,1998,573,156,50,119.0,121.0,OF,7767098,0.272
26060,vaughgr01,Greg,Vaughn,1999,550,135,45,118.0,137.0,OF,8089688,0.245
26066,vaughmo01,Mo,Vaughn,1993,539,160,29,101.0,130.0,1B,481675,0.297
26068,vaughmo01,Mo,Vaughn,1995,550,165,39,126.0,150.0,1B,4370206,0.3
26069,vaughmo01,Mo,Vaughn,1996,635,207,44,143.0,154.0,1B,8260279,0.326
26070,vaughmo01,Mo,Vaughn,1997,527,166,35,96.0,154.0,1B,9495604,0.315
26071,vaughmo01,Mo,Vaughn,1998,609,205,40,115.0,144.0,1B,9791697,0.337
26072,vaughmo01,Mo,Vaughn,1999,524,147,33,108.0,127.0,1B,10324430,0.281
26073,vaughmo01,Mo,Vaughn,2000,614,167,36,117.0,181.0,1B,15563753,0.272
26113,velarra01,Randy,Velarde,1996,530,151,14,54.0,118.0,SS,1223745,0.285
26145,venturo01,Robin,Ventura,1991,606,172,23,100.0,67.0,3B,264325,0.284
26146,venturo01,Robin,Ventura,1992,592,167,16,93.0,71.0,3B,1094829,0.282
26147,venturo01,Robin,Ventura,1993,554,145,22,94.0,82.0,3B,3064449,0.262
26150,venturo01,Robin,Ventura,1996,586,168,34,105.0,81.0,3B,9178088,0.287
26152,venturo01,Robin,Ventura,1998,590,155,21,91.0,111.0,3B,8981857,0.263
26153,venturo01,Robin,Ventura,1999,588,177,32,120.0,109.0,3B,10084328,0.301
26176,verasqu01,Quilvio,Veras,1997,539,143,3,45.0,84.0,2B,463565,0.265
26177,verasqu01,Quilvio,Veras,1998,517,138,6,45.0,78.0,2B,1619679,0.267
26211,vicieda01,Dayan,Viciedo,2012,505,129,25,78.0,120.0,1B,2613385,0.255
26213,vicieda01,Dayan,Viciedo,2014,523,121,21,58.0,122.0,1B,2838688,0.231
26217,victosh01,Shane,Victorino,2008,570,167,14,58.0,69.0,OF,535075,0.293
26218,victosh01,Shane,Victorino,2009,620,181,10,62.0,71.0,OF,3496002,0.292
26219,victosh01,Shane,Victorino,2010,587,152,18,69.0,79.0,OF,5503334,0.259
26220,victosh01,Shane,Victorino,2011,519,145,17,61.0,63.0,OF,8002403,0.279
26230,vidrojo01,Jose,Vidro,2000,606,200,24,97.0,69.0,2B,473881,0.33
26232,vidrojo01,Jose,Vidro,2002,604,190,19,96.0,70.0,2B,5336454,0.315
26233,vidrojo01,Jose,Vidro,2003,509,158,15,65.0,50.0,2B,7174122,0.31
26237,vidrojo01,Jose,Vidro,2007,548,172,6,59.0,57.0,2B,8681562,0.314
26257,villajo01,Jonathan,Villar,2016,589,168,19,63.0,174.0,SS,512900,0.285
26281,vinafe01,Fernando,Vina,1996,554,157,7,46.0,35.0,2B,290639,0.283
26283,vinafe01,Fernando,Vina,1998,637,198,7,45.0,46.0,2B,1619679,0.311
26286,vinafe01,Fernando,Vina,2001,631,191,9,56.0,35.0,2B,5872559,0.303
26287,vinafe01,Fernando,Vina,2002,622,168,1,54.0,36.0,2B,5781158,0.27
26317,vizcajo01,Jose,Vizcaino,1993,551,158,4,54.0,71.0,SS,390323,0.287
26319,vizcajo01,Jose,Vizcaino,1995,509,146,3,56.0,76.0,SS,2133921,0.287
26322,vizcajo01,Jose,Vizcaino,1997,568,151,5,50.0,87.0,SS,4187038,0.266
26348,vizquom01,Omar,Vizquel,1993,560,143,2,31.0,71.0,SS,1847805,0.255
26350,vizquom01,Omar,Vizquel,1995,542,144,6,56.0,59.0,SS,4567062,0.266
26351,vizquom01,Omar,Vizquel,1996,542,161,9,64.0,42.0,SS,4665528,0.297
26352,vizquom01,Omar,Vizquel,1997,565,158,5,49.0,58.0,SS,4560881,0.28
26353,vizquom01,Omar,Vizquel,1998,576,166,2,50.0,64.0,SS,4490929,0.288
26354,vizquom01,Omar,Vizquel,1999,574,191,5,66.0,50.0,SS,4393886,0.333
26355,vizquom01,Omar,Vizquel,2000,613,176,7,66.0,72.0,SS,4181307,0.287
26356,vizquom01,Omar,Vizquel,2001,611,156,2,50.0,72.0,SS,4065618,0.255
26357,vizquom01,Omar,Vizquel,2002,582,160,14,72.0,64.0,SS,6003510,0.275
26359,vizquom01,Omar,Vizquel,2004,567,165,7,59.0,62.0,SS,7623303,0.291
26360,vizquom01,Omar,Vizquel,2005,568,154,3,45.0,58.0,SS,3993972,0.271
26361,vizquom01,Omar,Vizquel,2006,579,171,4,58.0,51.0,SS,4333560,0.295
26362,vizquom01,Omar,Vizquel,2007,513,126,4,51.0,48.0,SS,5949861,0.246
26407,vottojo01,Joey,Votto,2008,526,156,24,84.0,102.0,1B,434749,0.297
26409,vottojo01,Joey,Votto,2010,547,177,37,113.0,125.0,1B,577850,0.324
26410,vottojo01,Joey,Votto,2011,599,185,29,103.0,129.0,1B,7907073,0.309
26412,vottojo01,Joey,Votto,2013,581,177,24,73.0,138.0,1B,19482950,0.305
26414,vottojo01,Joey,Votto,2015,545,171,29,80.0,135.0,1B,14176612,0.314
26415,vottojo01,Joey,Votto,2016,556,181,29,97.0,120.0,1B,20000000,0.326
26519,walkegr01,Greg,Walker,1985,601,155,24,92.0,100.0,1B,434957,0.258
26521,walkegr01,Greg,Walker,1987,566,145,27,94.0,112.0,1B,1056369,0.256
26538,walkela01,Larry,Walker,1992,528,159,23,93.0,97.0,OF,1693563,0.301
26543,walkela01,Larry,Walker,1997,568,208,49,130.0,90.0,OF,9458220,0.366
26555,walkene01,Neil,Walker,2011,596,163,12,83.0,112.0,3B,466273,0.273
26558,walkene01,Neil,Walker,2014,512,139,23,76.0,88.0,3B,5829448,0.271
26559,walkene01,Neil,Walker,2015,543,146,16,71.0,110.0,3B,8100921,0.269
26569,walketo04,Todd,Walker,1998,528,167,12,62.0,65.0,2B,257676,0.316
26570,walketo04,Todd,Walker,1999,531,148,6,46.0,83.0,2B,399772,0.279
26575,walketo04,Todd,Walker,2002,612,183,11,64.0,81.0,2B,2734932,0.299
26576,walketo04,Todd,Walker,2003,587,166,13,85.0,54.0,2B,4500131,0.283
26594,wallati01,Tim,Wallach,1985,569,148,22,81.0,79.0,1B,1260260,0.26
26596,wallati01,Tim,Wallach,1987,593,177,26,123.0,98.0,1B,1616244,0.298
26597,wallati01,Tim,Wallach,1988,592,152,12,69.0,88.0,1B,1724480,0.257
26598,wallati01,Tim,Wallach,1989,573,159,13,77.0,81.0,1B,1838763,0.277
26599,wallati01,Tim,Wallach,1990,626,185,21,98.0,80.0,1B,2295400,0.296
26600,wallati01,Tim,Wallach,1992,537,120,9,59.0,90.0,1B,3261392,0.223
26668,wardga01,Gary,Ward,1985,593,170,15,70.0,97.0,OF,1605995,0.287
26670,wardga01,Gary,Ward,1987,529,131,16,78.0,101.0,OF,1337363,0.248
26837,webstmi01,Mitch,Webster,1986,576,167,8,49.0,78.0,OF,262781,0.29
26838,webstmi01,Mitch,Webster,1987,588,165,15,63.0,95.0,OF,443675,0.281
26858,weeksri01,Rickie,Weeks,2010,651,175,29,83.0,184.0,2B,3026834,0.269
26860,weeksri01,Rickie,Weeks,2012,588,135,21,63.0,169.0,2B,11498894,0.23
26891,weisswa01,Walt,Weiss,1996,517,146,8,48.0,78.0,SS,2523974,0.282
26970,wellsve01,Vernon,Wells,2002,608,167,23,100.0,85.0,OF,294839,0.275
26971,wellsve01,Vernon,Wells,2003,678,215,33,117.0,80.0,OF,678281,0.317
26972,wellsve01,Vernon,Wells,2004,536,146,23,67.0,83.0,OF,1105379,0.272
26973,wellsve01,Vernon,Wells,2005,620,167,28,97.0,86.0,OF,3772767,0.269
26974,wellsve01,Vernon,Wells,2006,611,185,32,106.0,90.0,OF,5321584,0.303
26975,wellsve01,Vernon,Wells,2007,584,143,16,80.0,89.0,OF,10171897,0.245
26977,wellsve01,Vernon,Wells,2009,630,164,15,66.0,86.0,OF,5244004,0.26
26978,wellsve01,Vernon,Wells,2010,590,161,31,88.0,84.0,OF,17266710,0.273
26979,wellsve01,Vernon,Wells,2011,505,110,25,66.0,86.0,OF,27941723,0.218
27006,werthja01,Jayson,Werth,2009,571,153,36,99.0,156.0,OF,2796802,0.268
27007,werthja01,Jayson,Werth,2010,554,164,27,85.0,147.0,OF,8255001,0.296
27008,werthja01,Jayson,Werth,2011,561,130,20,58.0,160.0,OF,11279577,0.232
27011,werthja01,Jayson,Werth,2014,534,156,16,82.0,113.0,OF,20276342,0.292
27013,werthja01,Jayson,Werth,2016,525,128,21,69.0,139.0,OF,21733615,0.244
27070,whitalo01,Lou,Whitaker,1985,609,170,21,73.0,56.0,2B,1494467,0.279
27071,whitalo01,Lou,Whitaker,1986,584,157,20,73.0,70.0,2B,1467196,0.269
27072,whitalo01,Lou,Whitaker,1987,604,160,16,59.0,108.0,2B,887350,0.265
27074,whitalo01,Lou,Whitaker,1989,509,128,28,85.0,59.0,2B,1983929,0.251
27082,whitede03,Devon,White,1987,639,168,24,87.0,135.0,OF,147892,0.263
27084,whitede03,Devon,White,1989,636,156,12,56.0,129.0,OF,735505,0.245
27086,whitede03,Devon,White,1991,642,181,17,60.0,135.0,OF,1409733,0.282
27087,whitede03,Devon,White,1992,641,159,17,60.0,133.0,OF,4077096,0.248
27088,whitede03,Devon,White,1993,598,163,15,52.0,127.0,OF,6076301,0.273
27091,whitede03,Devon,White,1996,552,151,17,84.0,99.0,OF,4589044,0.274
27093,whitede03,Devon,White,1998,563,157,22,85.0,102.0,OF,5168249,0.279
27102,whitefr01,Frank,White,1986,566,154,22,84.0,88.0,2B,1062075,0.272
27103,whitefr01,Frank,White,1987,563,138,17,78.0,86.0,2B,1848645,0.245
27104,whitefr01,Frank,White,1988,537,126,8,58.0,67.0,2B,1673760,0.235
27122,whitema01,Mark,Whiten,1992,508,129,9,43.0,102.0,OF,570223,0.254
27123,whitema01,Mark,Whiten,1993,562,142,25,99.0,110.0,OF,844315,0.253
27164,whitero02,Rondell,White,1997,592,160,28,82.0,111.0,OF,747685,0.27
27166,whitero02,Rondell,White,1999,539,168,22,64.0,85.0,OF,4321855,0.312
27243,wietema01,Matt,Wieters,2012,526,131,23,83.0,112.0,C,522677,0.249
27244,wietema01,Matt,Wieters,2013,523,123,22,79.0,104.0,C,5666447,0.235
27251,wiggity01,Ty,Wigginton,2003,573,146,11,71.0,124.0,1B,394577,0.255
27260,wiggity01,Ty,Wigginton,2010,581,144,22,76.0,116.0,1B,3852334,0.248
27275,wilkebr01,Brad,Wilkerson,2002,507,135,20,59.0,161.0,OF,274827,0.266
27276,wilkebr01,Brad,Wilkerson,2003,504,135,19,77.0,155.0,OF,410882,0.268
27277,wilkebr01,Brad,Wilkerson,2004,572,146,32,67.0,152.0,OF,476456,0.255
27278,wilkebr01,Brad,Wilkerson,2005,565,140,11,57.0,147.0,OF,3748189,0.248
27316,willibe02,Bernie,Williams,1993,567,152,12,68.0,106.0,OF,249142,0.268
27318,willibe02,Bernie,Williams,1995,563,173,18,82.0,98.0,OF,629940,0.307
27319,willibe02,Bernie,Williams,1996,551,168,29,102.0,72.0,OF,4589044,0.305
27320,willibe02,Bernie,Williams,1997,509,167,21,100.0,80.0,OF,7925465,0.328
27322,willibe02,Bernie,Williams,1999,591,202,25,115.0,95.0,OF,14200380,0.342
27323,willibe02,Bernie,Williams,2000,537,165,30,121.0,84.0,OF,17223001,0.307
27324,willibe02,Bernie,Williams,2001,540,166,26,94.0,67.0,OF,16746476,0.307
27325,willibe02,Bernie,Williams,2002,612,204,19,102.0,97.0,OF,16485830,0.333
27327,willibe02,Bernie,Williams,2004,561,147,22,70.0,96.0,OF,15700375,0.262
27371,willige02,Gerald,Williams,1997,566,143,10,41.0,90.0,OF,1046760,0.253
27374,willige02,Gerald,Williams,2000,632,173,21,89.0,103.0,OF,3308025,0.274
27387,willijo03,Josh,Willingham,2006,502,139,26,74.0,109.0,C,389297,0.277
27388,willijo03,Josh,Willingham,2007,521,138,21,89.0,122.0,C,439866,0.265
27393,willijo03,Josh,Willingham,2012,519,135,35,110.0,141.0,C,7317478,0.26
27404,willima04,Matt,Williams,1990,617,171,33,122.0,138.0,3B,348901,0.277
27405,willima04,Matt,Williams,1991,589,158,34,98.0,128.0,3B,1057300,0.268
27406,willima04,Matt,Williams,1992,529,120,20,66.0,109.0,3B,3421340,0.227
27407,willima04,Matt,Williams,1993,579,170,38,110.0,80.0,3B,3778657,0.294
27411,willima04,Matt,Williams,1997,596,157,32,105.0,108.0,3B,10691901,0.263
27412,willima04,Matt,Williams,1998,510,136,20,71.0,102.0,3B,7067691,0.267
27413,willima04,Matt,Williams,1999,627,190,35,142.0,93.0,3B,11669008,0.303
27520,wilsocr03,Craig,Wilson,2004,561,148,29,82.0,169.0,1B,1461133,0.264
27529,wilsoda01,Dan,Wilson,1997,508,137,15,74.0,72.0,C,1682292,0.27
27548,wilsogl01,Glenn,Wilson,1986,584,158,15,84.0,91.0,OF,1067549,0.271
27549,wilsogl01,Glenn,Wilson,1987,569,150,14,54.0,82.0,OF,1399477,0.264
27556,wilsoja02,Jack,Wilson,2002,527,133,4,47.0,74.0,SS,309514,0.252
27557,wilsoja02,Jack,Wilson,2003,558,143,9,62.0,74.0,SS,436969,0.256
27558,wilsoja02,Jack,Wilson,2004,652,201,11,59.0,71.0,SS,2350519,0.308
27559,wilsoja02,Jack,Wilson,2005,587,151,8,52.0,58.0,SS,3993972,0.257
27560,wilsoja02,Jack,Wilson,2006,543,148,8,35.0,65.0,SS,5654927,0.273
27584,wilsomo01,Mookie,Wilson,1990,588,156,3,51.0,102.0,OF,2065860,0.265
27595,wilsopr01,Preston,Wilson,2000,605,160,31,121.0,187.0,OF,400012,0.264
27597,wilsopr01,Preston,Wilson,2002,510,124,23,65.0,140.0,OF,4669397,0.243
27598,wilsopr01,Preston,Wilson,2003,600,169,36,141.0,139.0,OF,8478508,0.282
27623,wilsowi02,Willie,Wilson,1985,605,168,4,43.0,94.0,OF,1882025,0.278
27624,wilsowi02,Willie,Wilson,1986,631,170,9,44.0,97.0,OF,2573068,0.269
27625,wilsowi02,Willie,Wilson,1987,610,170,4,30.0,88.0,OF,2936084,0.279
27626,wilsowi02,Willie,Wilson,1988,591,155,1,37.0,106.0,OF,2807274,0.262
27634,winfida01,Dave,Winfield,1985,633,174,26,114.0,96.0,1B,4005405,0.275
27635,winfida01,Dave,Winfield,1986,565,148,24,104.0,106.0,1B,4131611,0.262
27636,winfida01,Dave,Winfield,1987,575,158,27,97.0,96.0,1B,4038950,0.275
